seller_text,store_sales_clean,store_rating,store_reviews_clean,listing_reviews_clean,listing_price_clean,listing_bestseller,listing_title,listing_highlights,url,cart_clean,listing_desc
HelloMarketingStudio,4643,4.972,393,11,7.0,-,Vol 1 | Agent Business Card Canva Template | Two-Sided | Real Estate Agent Business Card | Entrepreneur | Interior Designer | Photographer,"['Digital download', 'Digital file type(s): 1 PDF']","['Vol 1 | Agent Business Card Canva Template | Two-Sided | Real Estate Agent Business Card | Entrepreneur | Interior Designer | Photographer', 'https://www.etsy.com/listing/920490393/vol-1-agent-business-card-canva-template', '14 people have this in their cart']",14,"
                    Are you ready to take your social media game to the next level? We have made it our mission to save you the time and stress of creating your own marketing material. We stay up to date on the latest marketing trends and provide you with custom and unique real estate marketing content to stand out online and offline.This is an instant downloadable Canva Template for modern real estate agents that want to stand out on social media. This template is 100% customizable in the FREE version of Canva. This means that you will be able to easily add in your own information, photos, and can change the fonts, colors, etc. to fit your own personal brand.What This Includes:1 PDF with Link to Canva Template1 Two-sided Business Card Canva Template☆ Please Note ☆The headshot photos are NOT included in the template. These are for mock-up purposes only. You will be able to drag in your own headshot into the template.Directions To Access Your Purchase:→ After your order is complete, you will see a link to download your files. This link can also be found at www.etsy.com/your/purchases→ Download your PDF instruction guide→ Click the underlined LINK and it will take you directly to your Canva template→ Once in Canva, you will be able to edit the colors, fonts, images, and more to your own branding preferencesIf you have any trouble accessing or customizing your template, please reach out to our support team. Our team is more than happy to help you!TERMS OF USE:→ Our shop and our products, including this template, are NOT affiliated with Canva in any way.→ Our Templates/Designs are meant for individual real estate agents.→ Your purchase grants you ONE single license for personal use only. You may not share your files with other agents, or sell or redistribute the files and templates.→ If you on a team and need multiple licenses for team members, please send our support team a message about custom pricing.
                "
OldMarketCorner,10398,4.8261,697,10,6.95,-,Wedding Photo Booth Prop Signs and Decorations - Black with White Writing Wedding Props - Over 50 Wedding Signs - Printable Digital File,"['Digital download', 'Digital file type(s): 2 PDF, 1 JPG']","['Wedding Photo Booth Prop Signs and Decorations - Black with White Writing Wedding Props - Over 50 Wedding Signs - Printable Digital File', 'https://www.etsy.com/listing/613314189/wedding-photo-booth-prop-signs-and', '19 people have this in their cart']",19,"
                    Wedding Photo Booth Prop Signs and Decorations - Black with White Writing Wedding Props -Over 50 Images - Printable Wedding Photobooth PropsPLEASE NOTE: This is a digital product, NO physical product will be sent.*********************************************************************************Welcome to OldMarket Corner!This listing is for a DIGITAL COPY of the Wedding Photo Booth Prop Signs and DecorationsMake your wedding one to remember with these fun photo booth prop signs and decorations.  All you do is print them out on cardstock, cut them out, tape or glue long sticks to them and you are ready to go!You will receive over 50 Full Color images, done at 300 dpi. You will receive a 32 page PDF file. The pages are all formatted to print on 8.5"" x 11"" paper. All props on picture 2 are included with this listing.**BONUS**Now includes a 6 page PDF file with 9 blank props to write your own messages on.This collection includes images as shown.★★★For more Wedding Props and Printables, click the link!★★★https://www.etsy.com/shop/oldmarketcorner?section_id=21774077*********************************************************************************These files are available as an INSTANT DOWNLOAD. Once your purchase and payment has been processed, you will receive an email with a link to your digital files. The download link is automatically sent to the email address you have on file with Etsy. Please make sure it is correct. It will say: ""View your Files on Etsy"". Click on that link and you will be able to access your digital file. You can also access your digital items by logging into your Etsy account, click on ""You"" in the top right, choose ""Purchases and Reviews"" and then go to the corresponding order. Click on Download Files. Please contact me if you have any questions or problems concerning your order.PLEASE NOTE: This is a Digital Product! No physical item will be sent.*********************************************************************************TERMS OF USE:  For Personal Use Only. Permission is given to print the digital items as many times as you want for your own personal use. Please do not share these digital files with others. If someone else wants to use the props, please direct them to my shop. You MAY NOT redistribute these digital files in any format.Thanks for shopping!✿ FOLLOW ME ON FACEBOOK: https://www.facebook.com/oldmarketdesigns✿ FIND ME ON PINTEREST: http://www.pinterest.com/oldmarketcorner/✿ VISIT MY BLOG: www.oldmarketcorner.blogspot.dk/
                "
GiftedGold,3800,4.9071,270,10,15.95,-,"Custom Video Tape Print · Personalized Retro Movie Poster, Add Your Favorite Movies, VHS Movie Lover Gift, Vintage Printable Movie Wall Art","['Digital download', 'Digital file type(s): 1 JPG']","['Custom Video Tape Print · Personalized Retro Movie Poster, Add Your Favorite Movies, VHS Movie Lover Gift, Vintage Printable Movie Wall Art', 'https://www.etsy.com/listing/814730460/custom-video-tape-print-personalized', '15 people have this in their cart']",15,"
                    Process: 1) After your purchase, please send me your 10 movie titles (or leave them ""blank"" to write them in yourself). You may use one or both of the fonts used in the example photo. 2) I'll send you a sample and we'll work until you are satisfied. 3) I will send you the final version to download and print. I typically complete projects in less than 24 hours.________________________________★ What you will receive ★________________________________• Custom Retro VHS Tapes Pint• Prints come in any size of choice (e.g. 8x10, 11x14, 16x20, 18x24 etc . . ..) -- I can send up to 3 different sizes.• High-resolution image files (300 DPI [dots per inch])• Files will be in JPG format (unless another is requested)• Feel free to ask questions about customization!Important notes:★ These are DIGITAL DOWNLOAD items that you can view and print at home or places like Staples, Office Depot, Fedex, UPS Store, Costco, Walgreens, Walmart, etc (If your country does not have these stores, Shutterfly is a good online company that ships prints to over 100 countries).You can take your file into the store -- or many of them have an easy online process where you upload your file, choose your size, and schedule it for pickup or delivery.**(If you still would like this shop to print your order for you, add the items you'd like to print to your cart, then follow this link (US customers) to add ""Printing Services"" to your cart: www.etsy.com/listing/1014302549/printing-service-for-artist★★After payment, the digital files will be available for download in your account and a message will be sent to your account email.★ Usage ★These files are for personal use only. Thank you.★ Refunds & Exchanges ★Due to the digital nature of instant downloads, refunds cannot be accepted. Please contact me if any issues arise so that they can be resolved.________________________________★ Enjoy your purchase -- If you leave a review, I'd love to see it in a frame or on a wall!★~ GiftedGold
                "
HelloMarketingStudio,4643,4.972,393,9,10.0,-,Vol 2 | Real Estate Facebook Cover Banner | Real Estate Marketing | Social Media Banner | Entrepreneur Marketing | Modern Canva Template,"['Digital download', 'Digital file type(s): 1 PDF']","['Vol 2 | Real Estate Facebook Cover Banner | Real Estate Marketing | Social Media Banner | Entrepreneur Marketing | Modern Canva Template', 'https://www.etsy.com/listing/894474739/vol-2-real-estate-facebook-cover-banner', '3 people have this in their cart']",3,"
                    Are you ready to take your social media game to the next level? We have made it our mission to save you the time and stress of creating your own marketing material. We stay up to date on the latest marketing trends and provide you with custom and unique real estate marketing content to stand out online and offline.This is an instant downloadable Canva Template for modern real estate agents that want to stand out on social media. This template is 100% customizable in the FREE version of Canva. This means that you will be able to easily add in your own information, photos, and can change the fonts, colors, etc. to fit your own personal brand.What This Includes:1 PDF with Canva Link6 Facebook Cover Photo Canva Templates (2050 x 780px)☆ Please Note ☆The headshot photos are NOT included in the template. These are for mock-up purposes only. You will be able to drag in your own headshot into the template.Directions To Access Your Purchase:→ After your order is complete, you will see a link to download your files. This link can also be found at www.etsy.com/your/purchases→ Download your PDF instruction guide→ Click the underlined LINK and it will take you directly to your Canva template→ Once in Canva, you will be able to edit the colors, fonts, images, and more to your own branding preferencesIf you have any trouble accessing or customizing your template, please reach out to our support team. Our team is more than happy to help you!☆ Like this real estate marketing product? This pairs great with the items linked below! ☆Our Ultimate Bundlehttps://www.etsy.com/listing/985769244/new-ultimate-real-estate-agent-marketing?ref=shop_home_feat_1Our Social Media Posts Bundlehttps://www.etsy.com/listing/959315329/245-ultimate-real-estate-social-media?ref=shop_home_feat_2TERMS OF USE:→ Our shop and our products, including this template, are NOT affiliated with Canva in any way.→ Our Templates/Designs are meant for individual real estate agents.→ Your purchase grants you ONE single license for personal use only. You may not share your files with other agents, or sell or redistribute the files and templates.→ If you on a team and need multiple licenses for team members, please send our support team a message about custom pricing.If you like this real estate marketing product, make sure to check out all of our other real estate marketing materials in our shop. We offer many modern and branded real estate products: listing presentations, market updates, email signatures, home buyer guides, social media posts, digital business cards, door hangers, flyers, postcards, Facebook covers, FSBO guides, buyer resources, seller resources, social media stories, logos, business cards, and social media marketing.
                "
YouGrewPrintables,30896,4.8288,1677,8,7.19,-,"Construction Party Signs Printable, Editable Construction Party Signs, Caution kid's party signs printable, construction signs editable, CN1","['Digital download', 'Digital file type(s): 2 ZIP, 1 PDF']","[""Construction Party Signs Printable, Editable Construction Party Signs, Caution kid's party signs printable, construction signs editable, CN1"", 'https://www.etsy.com/listing/693860475/construction-party-signs-printable', '16 people have this in their cart']",16,"
                    Construction Party Signs Printable, Editable Construction Party Signs, Caution kid's party signs printable,Edit digital files on Adobe Acrobat Reader and print at home! With the editable PDF template you can customise your signs with names, dates and phrases. ----------------------------------------------------------------------------------------------- - - LISTING INCLUDES - - - 1. 28 x Printable Signs (One per 8.5""x11"" page) See Second photo for full list of designs2. 8 x Editable Signs with different patterns/templates to add your own text (One per 8.5""x11"" page)3. Instructions on Editing and PrintingSET: For more in the set or for the full bundle please click here: https://www.etsy.com/uk/shop/YouGrewPrintables?&search_query=CN1This listing is for a digital file(s) of design shown only.These are PDFs files for editing and printing in Adobe Reader.All Digital Files will be sent as ZIP(s), please make sure you know how to unzip before ordering.----------------------------------------------------------------------------------------------Print may not be exact colour match depending on printer and screen.- - - IMPORTANT SHOP POLICY - - - © All instant downloads and their designs are copyrighted by YouGrew. YouGrew Printables allows for personal use and limited professional use, but please do not resell, reproduce in part or full.If you have any questions please do not hesitate to message us. Printables can not be refunded due to the nature of digital downloadsNo physical product is offered – this is the DIY Template for you to print yourself.
                "
GiftedGold,3800,4.9071,270,8,89.0,Bestseller,"Custom Charcoal Drawing from Photo, Hand Drawn Portrait for Couple, Charcoal Drawing of Family, Portrait Gift for Mom, Original Drawing Art",['Handmade'],"['Custom Charcoal Drawing from Photo, Hand Drawn Portrait for Couple, Charcoal Drawing of Family, Portrait Gift for Mom, Original Drawing Art', 'https://www.etsy.com/listing/892847580/custom-charcoal-drawing-from-photo-hand', '5 people have this in their cart']",5,"
                    ★ What you will receive ★________________________________• An original, hand drawn charcoal drawing for couples, family, or friends• Perfect gift for him or her• Multiple size choices• Buyer purchases frame separately• Free shippingNote: to answer a common question - yes, it is possible to combine photos of two or more people into one portrait.Your order will typically arrive faster than the ""estimated shipping time"".________________________________★ Enjoy your purchase! ★~ GiftedGold
                "
GiftedGold,3800,4.9071,270,8,22.95,-,"Custom Vinyl Record Print • Personalized Vinyl Record Gifts for Him • Vinyl Record Art • Printable Custom Wall Art, Music Lover Gift for Her","['Digital download', 'Digital file type(s): 1 JPG']","['Custom Vinyl Record Print • Personalized Vinyl Record Gifts for Him • Vinyl Record Art • Printable Custom Wall Art, Music Lover Gift for Her', 'https://www.etsy.com/listing/894036672/custom-vinyl-record-print-personalized', '5 people have this in their cart']",5,"
                    Capture a favorite album, artist, or song and hang them on the wall! Nothing captures memories like music. Great gift idea for him, her, music lovers, wedding anniversaries, birthdays, graduations, Mother's Day, or any special event. ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ Process: • 1) After your purchase, please send your song/album and artist and ideas about how you'd like your custom vinyl print to look (you may use the sample pictures for inspiration, like the ""simple design"" to get started). Logos, album art, or any pics you'd like may be used on the design. You don't need to provide any pics (only the song/album name) - but it may be helpful if you do so. • 2) I'll send you a sample (it's easier through Etsy messages) and we'll work until you are satisfied. • 3) I will give you the final version to view, download, and print. ➡ ALL text and color is customizable________________________________★ What you will receive ★________________________________• Custom Vinyl Record Print • Prints come in any size of choice (e.g. 11x14, 16x20, 18x24, 24x36, A series, etc...) -- I can send up to 3 different sizes.• High-resolution image files (300 DPI [dots per inch])• Files will be in JPG format (unless another is requested)• Feel free to ask questions about customization!Important notes:★ These are DIGITAL DOWNLOAD items that you can view and print at home or places like Staples, Office Depot, Fedex, UPS Store, Costco, Walgreens, Walmart, etc (If your country does not have these stores, Shutterfly is a good online company that ships prints to over 100 countries).You can take your file into the store -- or many of them have an easy online process where you upload your file, choose your size, and schedule it for pickup or delivery.**(If you still would like this shop to print your order for you, add the items you'd like to print to your cart, then follow this link (US customers) to add ""Printing Services"" to your cart: www.etsy.com/listing/1014302549/printing-service-for-artistAfter payment, the digital files will be available for download in your account and a message will be sent to your account email.★ Usage ★These files are for personal use only. Thank you.★ Refunds & Exchanges ★Due to the digital nature of instant downloads, refunds cannot be accepted. Please contact me if any issues arise so that they can be resolved.________________________________★ Enjoy your purchase -- If you leave a review, I'd love to see it in a frame or on a wall!★~ GiftedGold
                "
YouGrewPrintables,30896,4.8288,1677,8,7.19,-,"35 BBQ Party Prop Printables, Barbeque photo props, BBQ theme party props, summer party photobooth, bbq party decor instant download","['Digital download', 'Digital file type(s): 2 PDF']","['35 BBQ Party Prop Printables, Barbeque photo props, BBQ theme party props, summer party photobooth, bbq party decor instant download', 'https://www.etsy.com/listing/274406712/35-bbq-party-prop-printables-barbeque', '4 people have this in their cart']",4,"
                    BBQ Party Props, diy photo booth printables - 35 x photo booth props and 1 x printable photo booth sign!Just purchase the digital file to print and cut out at home.---------------------------------------------------------------------------------------------------- - - LISTING INCLUDES - - - 1. 35 x Printable Props2. 1 x Photo Booth Sign1 Multi-Page PDF document for easy printing.This listing is for a digital file(s) of design shown only.All Digital Files will be sent as PDF(s)----------------------------------------------------------------------------------------------For more printable frames and photo booth prop designs click here https://www.etsy.com/uk/shop/YouGrewPrintables?section_id=17030213&ref=shopsection_leftnav_2To mount on card yourself, any craft store will stock thick card. Print may not be exact colour match depending on printer and screen.- - - IMPORTANT SHOP POLICY - - - © All instant downloads and their designs are copyrighted by YouGrew. YouGrew Printables allows for personal use and limited professional use, but please do not resell, reproduce in part or full.If you have any questions please do not hesitate to message us. Printables can not be refunded due to the nature of digital downloadsNo physical product is offered – this is the DIY Template for you to print yourself.
                "
HelloMarketingStudio,4643,4.972,393,8,7.0,-,Vol 2 | Agent Business Card Canva Template | Two-Sided | Real Estate Agent Business Card | Entrepreneur | Interior Designer | Photographer,"['Digital download', 'Digital file type(s): 1 PDF']","['Vol 2 | Agent Business Card Canva Template | Two-Sided | Real Estate Agent Business Card | Entrepreneur | Interior Designer | Photographer', 'https://www.etsy.com/listing/906591304/vol-2-agent-business-card-canva-template', '6 people have this in their cart']",6,"
                    Are you ready to take your social media game to the next level? We have made it our mission to save you the time and stress of creating your own marketing material. We stay up to date on the latest marketing trends and provide you with custom and unique real estate marketing content to stand out online and offline.This is an instant downloadable Canva Template for modern real estate agents that want to stand out on social media. This template is 100% customizable in the FREE version of Canva. This means that you will be able to easily add in your own information, photos, and can change the fonts, colors, etc. to fit your own personal brand.The logo pictured in the mock-up is not included in the final template. The logo is sold separately. You can upload your own logo or purchase the one shown in the link below: https://www.etsy.com/listing/946191581/real-estate-logo-pre-made-realtor-logo?ga_search_query=logo&ref=shop_items_search_2&crt=1What This Includes:1 PDF with Link to Canva Template1 Two-sided Business Card Canva Template☆ Please Note ☆The headshot photos are NOT included in the template. These are for mock-up purposes only. You will be able to drag in your own headshot into the template.Directions To Access Your Purchase:→ After your order is complete, you will see a link to download your files. This link can also be found at www.etsy.com/your/purchases→ Download your PDF instruction guide→ Click the underlined LINK and it will take you directly to your Canva template→ Once in Canva, you will be able to edit the colors, fonts, images, and more to your own branding preferencesIf you have any trouble accessing or customizing your template, please reach out to our support team. Our team is more than happy to help you!☆ Like this real estate marketing product? This template pairs great with the items linked below! ☆Our Matching Digital Business Cardhttps://www.etsy.com/listing/1007466272/vol-14-digital-business-card-canva?ref=listings_manager_gridOur Listing Presentationhttps://www.etsy.com/listing/987961052/new-vol-2-15-page-real-estate-listing?ref=shop_home_active_1&crt=1Our Facebook Covershttps://www.etsy.com/listing/1014769719/vol-5-real-estate-facebook-cover-banner?ref=shop_home_active_5&crt=1TERMS OF USE:→ Our shop and our products, including this template, are NOT affiliated with Canva in any way.→ Our Templates/Designs are meant for individual real estate agents.→ Your purchase grants you ONE single license for personal use only. You may not share your files with other agents, or sell or redistribute the files and templates.→ If you on a team and need multiple licenses for team members, please send our support team a message about custom pricing.If you like this real estate marketing product, make sure to check out all of our other real estate marketing materials in our shop. We offer many modern and branded real estate products: listing presentations, market updates, email signatures, home buyer guides, social media posts, digital business cards, door hangers, flyers, postcards, Facebook covers, FSBO guides, buyer resources, seller resources, social media stories, logos, business cards, and social media marketing.
                "
ImperfectInspo,7510,4.9449,617,7,5.0,Bestseller,Printable/Digital Project Planner | Perfect for ADHD + Neurodivergent Brains - Digital Files ONLY,"['Digital download', 'Digital file type(s): 2 PNG, 1 PDF']","['Printable/Digital Project Planner | Perfect for ADHD + Neurodivergent Brains - Digital Files ONLY', 'https://www.etsy.com/listing/974502266/printabledigital-project-planner-perfect', 'Over 20 people have this in their cart']",20,"
                    The perfect project planner for any human who is trying to keep their head on straight in a world where everything is spinning around them! When you're a primarily a visual human, even as a small business owner or corporate worker, sometimes the unstructured nature of standard planners can leave you feeling aimless and unfocused. This planner is specifically designed to guide you along a natural progression of productivity. This tool can aid in the prioritization of tasks using visual cues and line weight, and work well for humans who think outside the box!☆ WHAT’S INCLUDED?]• 1 x PDF in Letter Size (8.5 x 11"")• 1 x Example File• 1 x Instructions FileNote: This is an instant download - there is no physical product. The files become available to download once the purchase is processed by Etsy.☆ HOW TO ORDER1. Add this listing to your cart.2. After you complete the payment you will see the link for downloading the file. It will be available in your account's purchase area.3. Download the zipped files.4. Unzip files to your desktop. Save PDF to your device.5. Open using the PDF viewer of your choice.6. Fill out using the PDF viewer clicking on blue edit boxes or print it out - it can also be used in digital planner apps such as Goodnotes☆ HOW DO I FILL IT OUT?You may also annotate digitally using an iPad or Tablet.Adobe Reader (Free), Adobe Acrobat, or other PDF note taking apps such as Goodnotes or Evernote.Alternatively, you may print them out and write on them physically.Note: Text and colors that are part of the design cannot be edited.☆ RETURNS & EXCHANGESDue to the digital nature of this item, it is unable to be returned, exchanged, or refunded. Please do not hesitate to reach out via Etsy message. I am always open to questions, comments, and suggestions.☆ IMPORTANT INFORMATIONAll the files included in this download are original and copyright to Imperfect Inspiration, LLC. They are for personal use only and cannot be resold, remade, copied, or distributed under any circumstances. All designs created by Britney Brown.
                "
YouGrewPrintables,30896,4.8288,1677,6,7.19,-,"Class Reunion Photo Props, reunion photo booth gold party printable props, class reunion speech bubble photobooth props for school reunion","['Digital download', 'Digital file type(s): 2 PDF']","['Class Reunion Photo Props, reunion photo booth gold party printable props, class reunion speech bubble photobooth props for school reunion', 'https://www.etsy.com/listing/570301943/class-reunion-photo-props-reunion-photo', '5 people have this in their cart']",5,"
                    Class Reunion Photo Booth Props - speech bubbles props, diy photo booth printables - 30 x Speech Bubbles, 5 x items!Just purchase the digital file to print and cut out at home.---------------------------------------------------------------------------------------------------- - - LISTING INCLUDES - - - 1. 30 x Printable Speech Bubbles2. 5 x items3. Photobooth sign2 PDF documents for easy printing.This listing is for a digital file(s) of design shown only.All Digital Files will be sent as PDF(s)----------------------------------------------------------------------------------------------For the pink/aqua version click here https://www.etsy.com/uk/listing/270010740/class-reunion-photo-booth-props-schoolEach speech bubble fits one Letter page (roughly 7""x10"" depending on shape). You can use scale in printer settings to make these fit a smaller size.For more photo booth props click here: https://www.etsy.com/uk/shop/YouGrewPrintables?section_id=17030213&ref=shopsection_leftnav_2PLEASE NOTE:To mount on card yourself, any craft store will stock thick card.  Print may not be exact colour match depending on printer and screen.- - - IMPORTANT SHOP POLICY - - - © All instant downloads and their designs are copyrighted by YouGrew. YouGrew Printables allows for personal use and limited professional use, but please do not resell, reproduce in part or full.If you have any questions please do not hesitate to message us. Printables can not be refunded due to the nature of digital downloadsNo physical product is offered – this is the DIY Template for you to print yourself.
                "
HelloMarketingStudio,4643,4.972,393,6,5.97,-,Vol 7 | Real Estate Email Signature | Gmail Signature | Real Estate Marketing | Modern Canva Template | Photographer | Entrepreneur Template,"['Digital download', 'Digital file type(s): 1 PDF']","['Vol 7 | Real Estate Email Signature | Gmail Signature | Real Estate Marketing | Modern Canva Template | Photographer | Entrepreneur Template', 'https://www.etsy.com/listing/964138249/vol-7-real-estate-email-signature-gmail', '9 people have this in their cart']",9,"
                    Are you ready to take your marketing to the next level? We have made it our mission to save you the time and stress of creating your own marketing material. We stay up to date on the latest marketing trends and provide you with custom and unique real estate marketing content to stand out online and offline.This is an instant downloadable Canva Template for modern real estate agents and entrepreneurs that want to stand out in their market. This template is 100% customizable in the FREE version of Canva. This means that you will be able to easily add in your own information, photos, and can change the fonts, colors, etc. to fit your own personal brand.WHAT YOUR PURCHASE INCLUDES:1 PDF with Canva Link1 Email Signature - Canva Template☆ PLEASE NOTE ☆The headshot photos are NOT included in the template. These are for mock-up purposes only. You will be able to drag in your own headshot into the template.→ This email signature does NOT include a clickable HTML version (clickable links)→ This Email Signature was created for Gmail→ Please be sure you have a basic understanding of using Gmail Signatures in order to ensure your satisfaction☆ Please keep in mind that this product was NOT designed for clickable links. ☆DIRECTIONS TO ACCESS YOUR PURCHASE:→ After your order is complete, you will see a link to download your files. This link can also be found at www.etsy.com/your/purchases→ Download your PDF instruction guide→ Sign up for a FREE Canva account or log in to your account→ Click the underlined LINK in the PDF document and it will take you directly to your Canva template→ Once in Canva, you will be able to edit the colors, fonts, images, and more to your own branding preferencesIf you have any trouble accessing or customizing your template, please reach out to our support team. Our team is more than happy to help you!☆ Like this real estate marketing product? This template pairs great with the items linked below! ☆Our Client Testimonialshttps://www.etsy.com/listing/895847469/vol-1-client-testimonial-canva-template?ref=shop_home_active_6&crt=1Our Business Cardshttps://www.etsy.com/listing/920490393/vol-1-agent-business-card-canva-template?ref=shop_home_active_1&crt=1TERMS OF USE:→ Our shop and our products, including this template, are NOT affiliated with Canva in any official way.→ Your purchase grants you ONE single license for personal use only. You may not share your templates with other agents, share your templates in agent social media groups, or sell and redistribute the files and templates. If you love your template enough to share, please be sure to point your business friends back to our shop!→ Our Templates/Designs are meant for individual real estate agents/entrepreneurs. If you are a social media manager please note that your purchase does NOT grant you a commercial license. Please feel free to reach out about licensing options.→ If you are on a team and need multiple licenses for team members, please send our support team a message about custom pricing.→ All trademark terms referred to within Hello Marketing Studio, including the trademarked term REALTOR® are the property of their respective trademark holders and are not endorsed, connected, or sponsored in any way to Hello Marketing Studio.If you like this real estate marketing product, make sure to check out all of our other real estate marketing materials in our shop. We offer many modern and branded real estate products: listing presentations, market updates, email signatures, home buyer guides, social media posts, digital business cards, door hangers, flyers, postcards, Facebook covers, for sale by owner (FSBO) guides, buyer resources, seller resources, social media stories, logos, business cards, under contract timelines, open house flyers, moving checklists, change of address checklists, and social media marketing.Less
                "
GiftedGold,3800,4.9071,270,6,5.95,-,Second Grade Math Worksheets (300+ Sheets) · Grade 2 Math Worksheets · Second Grade Quarantine Printables ·  2nd Grade Homeschool Workbook,"['Digital download', 'Digital file type(s): 1 RTF']","['Second Grade Math Worksheets (300+ Sheets) · Grade 2 Math Worksheets · Second Grade Quarantine Printables ·  2nd Grade Homeschool Workbook', 'https://www.etsy.com/listing/788547964/second-grade-math-worksheets-300-sheets', '10 people have this in their cart']",10,"
                    ★ What you will receive ★________________________________• 300+ Grade 2 / Second Grade Worksheets• Addition Sheets• Subtraction Sheets• Multiplication Sheets (with flashcards and table)• Compare Numbers (greater/less than)• Find and Count• Learning Bar Graphs• Fraction Practice• 3-digit Expanded Form• Skip Counting by 2s, 5s, 10s (Number patterns)• Feel free to laminate and decorate as you like!________________________________Important notes:★ These are DIGITAL DOWNLOAD items that you can view and print at home or places like Staples, Office Depot, Fedex, UPS Store, Costco, Walgreens, Walmart, etc (If your country does not have these stores, Shutterfly is a good online company that ships prints to over 100 countries).You can take your file into the store -- or many of them have an easy online process where you upload your file, choose your size, and schedule it for pickup or delivery.**(If you still would like this shop to print your order for you, add the items you'd like to print to your cart, then follow this link (US customers) to add ""Printing Services"" to your cart: www.etsy.com/listing/1014302549/printing-service-for-artist★★After payment, the digital files will be available for download in your account and a message will be sent to your account email.★ Usage ★These files are for personal use only. Thank you.★ Refunds & Exchanges ★Due to the digital nature of instant downloads, refunds cannot be accepted. Please contact me if any issues arise so that they can be resolved.________________________________★ Enjoy your purchase! ★~ GiftedGold
                "
ImperfectInspo,7510,4.9449,617,6,22.0,Bestseller,WEEKLY PLANNER NOTEPAD | Adhd + Creative Productivity Planner,"['Handmade', 'Materials: Digital Illustration, Photoshop, Procreate\n\n\nRead the full description']","['WEEKLY PLANNER NOTEPAD | Adhd + Creative Productivity Planner', 'https://www.etsy.com/listing/971133728/weekly-planner-notepad-adhd-creative', 'Over 20 people have this in their cart']",20,"
                    ☆ WHAT IS IT?A weekly planner to slay all other planners. When you’re a primarily “visual learner” type human, sometimes the unstructured nature of standard planners can leave you feeling aimless and unfocused. This planner is specifically designed to guide you along a natural progression of productivity and work well for humans who think outside the box. Or in it. As long as it’s cute there.☆ DETAILS8.5x11"" Planner Pad50 sheetsCardboard backingSturdy 80lbs paper☆ SHIPPINGCURRENTLY IN STOCK AND SHIPPING WITHIN 7-10 BUSINESS DAYS☆ RETURNS & EXCHANGESDue to the nature of this item, it is unable to be returned, exchanged, or refunded. Please do not hesitate to reach out via Etsy message. I am always open to questions, comments, and suggestions.☆ IMPORTANT INFORMATIONAll the files included in this download are original and copyright to Imperfect Inspiration Designs. They are for personal use only and cannot be resold, remade, copied, or distributed under any circumstances. All designs created by Britney Brown.
                "
SimpleBizBranding,3712,4.9067,230,5,19.95,-,"60 PAGE Course Creator, Webinar Slide Deck, Slide deck template Canva, Slide deck, Powerpoint, Webinar Template, Canva templates","['Digital download', 'Digital file type(s): 1 PDF']","['60 PAGE Course Creator, Webinar Slide Deck, Slide deck template Canva, Slide deck, Powerpoint, Webinar Template, Canva templates', 'https://www.etsy.com/listing/805526211/60-page-course-creator-webinar-slide', '6 people have this in their cart']",6,"
                    🌟60+ Slide Deck Template Bundle for Canva - Create stunning templates for your course & webinar presentation slides in minutes using the free online design platform, Canva!🌟The Slide Deck Bundle for Canva includes 60+ premade Canva templates designed for your slide deck presentation graphics. This Canva bundle was designed with content creators, online biz owners, bloggers & creative entrepreneurs in mind.These simple-to-customize graphic templates are designed to help you easily create a high-converting slide deck presentation for your online business, without the hassle of designing it from scratch. And you'll save SO much time & money by doing it yourself - simply add your imagery, brand elements & information to the templates and export the files!WHAT’S INCLUDED:✩ 60+ ready-to-use slide deck templates✩ High quality mockups with shadows included✩ Format: Canva (FREE online design tool)✩ PDF help guide & tips for designing in Canva✩ Simple to customize - save time & money by doing it yourself!HOW TO ORDER:✩ Add this listing to your cart by selecting “Add to Cart”✩ Submit payment information & click “Order”✩ After your order is complete, you will see a link for the download files (which can be found at https://www.etsy.com/your/purchases)✩ Download the PDF instruction guide✩ This contains the direct download LINK to your Canva templates, along with tons of tips & tricks for making edits in the free online Canva platform. You will be able to easily switch out the fonts, colors, images & other graphic elements to match your branding. Quickly and easily use this drag and drop builder to create stunning templates at a low cost!If you have any questions, concerns or hesitations, please feel free to reach out! I’d love to hear from you.XO,Fallon♡Terms of Use & Refund Policy: These files may not be shared, resold, redistributed, or reproduced for any purpose. Due to the digital nature of this product, I cannot offer refunds or exchanges on your purchase.
                "
