seller_text,store_sales_clean,store_rating,store_reviews_clean,listing_reviews_clean,listing_price_clean,listing_bestseller,listing_title,listing_highlights,url
SewSweetParadise,197588,4.9322,11278,100,1.99,Bestseller,"Split Monogram SVG/PNG, Split Monogram Frame Alphabet, Digital Download for Cricut, Silhouette, Glowforge, 26 individual svg/png cut files","['Digital download', 'Digital file type(s): 2 ZIP']",https://www.etsy.com/listing/835260000/split-monogram-svgpng-split-monogram
ShopTattitude,76336,4.9618,10800,100,0.1,-,"Custom personalized bachelorette party favor photo temporary tattoos, Groom face tattoos, party tattoos, groom tattoo, bachelorette favors","['Handmade', 'Materials: Temporary Tattoos\n\n\nRead the full description']",https://www.etsy.com/listing/971121564/custom-personalized-bachelorette-party
icecreaMNlove,120535,4.9409,10771,100,5.99,Bestseller,"Slim cooler the party stock, wife of the party bachelorette party slim can coolers / bachelorette party favors / not sold in sets WOPS-O","['Handmade', 'Materials: premium neoprene\n\n\nRead the full description']",https://www.etsy.com/listing/715839829/slim-cooler-the-party-stock-wife-of-the
NANApartysimplified,79519,4.9388,10352,100,9.5,Bestseller,"Custom banner, Personalized banner, one line banner, Gold Glitter party decorations, cursive banner, Large size","['Handmade', 'Materials: thick glitter letters, lowercase only, sheer organza ribbon\n\n\nRead the full description']",https://www.etsy.com/listing/474291463/custom-banner-personalized-banner-one
NANApartysimplified,79518,4.9388,10352,100,6.0,Bestseller,"Custom banner, Personalized banner, Gold Glitter party decorations, cursive banner, regular size","['Handmade', 'Materials: thick glitter letters, lowercase only, natural cotton twine\n\n\nRead the full description']",https://www.etsy.com/listing/465496284/custom-banner-personalized-banner-gold
FunUsualSuspects,45154,4.9559,9954,100,21.6,Bestseller,"Yippee Kawaii Yay Volume 1, Coloring Book, Mandala Magic, Adult Coloring Book, Premium Coloring Pages, Cute Coloring Book for Teen Adult","['Handmade', 'Materials: Premium Paper, Hand drawn Art\n\n\nRead the full description']",https://www.etsy.com/listing/738142791/yippee-kawaii-yay-volume-1-coloring-book
MindfulHustleLab,83895,4.7973,8107,100,7.95,Bestseller,"Productivity Planner Printable, Daily Weekly Monthly Planner BUNDLE, Printable Planner Pages, Inserts | template | A5, Half Size, Letter, A4","['Digital download', 'Digital file type(s): 1 ZIP']",https://www.etsy.com/listing/263922375/productivity-planner-printable-daily
MindfulHustleLab,83895,4.7973,8107,100,2.76,Bestseller,"2021 Calendar Printable | Digital Calendar Template | Instant Download | Calligraphy, Black & White, Letter Size, A4, Monday Sunday Monthly","['Digital download', 'Digital file type(s): 2 PDF']",https://www.etsy.com/listing/550113892/2021-calendar-printable-digital-calendar
MindfulHustleLab,83895,4.7973,8107,100,3.46,Bestseller,"2021 Calendar Printable, Desk Calendar Monthly, Flowers Watercolor, Botanical Floral Wall, PDF, Letter Size, A4, Elegant Pretty","['Digital download', 'Digital file type(s): 2 PDF']",https://www.etsy.com/listing/579042721/2021-calendar-printable-desk-calendar
VictoriaBeePhoto,237218,4.8715,8047,100,3.51,Bestseller,"20 Lightroom Presets LIGHT AND AIRY, Bright and Clean Instagram Presets, Mobile and Desktop Photo Filter, Instagram Photo Editing","['Digital download', 'Digital file type(s): 2 ZIP, 1 PDF']",https://www.etsy.com/listing/743667337/20-lightroom-presets-light-and-airy
VictoriaBeePhoto,237217,4.8715,8047,100,3.51,Bestseller,"10 Lightroom Presets RIESLING for Desktop and Mobile Lightroom, Color Pop, Vibrant Presets, Instagram Blogger Summer Photo Filter","['Digital download', 'Digital file type(s): 2 ZIP, 1 PDF']",https://www.etsy.com/listing/665103784/10-lightroom-presets-riesling-for
VictoriaBeePhoto,237226,4.8715,8047,100,3.51,Bestseller,"10 Mobile Lightroom Presets IBIZA, Tanned Summer Presets For Bloggers, Lifestyle Beach Instagram Filter","['Digital download', 'Digital file type(s): 2 ZIP, 1 PDF']",https://www.etsy.com/listing/680026344/10-mobile-lightroom-presets-ibiza-tanned
VictoriaBeePhoto,237230,4.8715,8047,100,3.51,Bestseller,"15 Mobile Lightroom Presets BRIGHT AND CLEAN Desktop Presets for Bloggers, Bright and Airy Lightroom Presets, Light and Clean Preset","['Digital download', 'Digital file type(s): 2 ZIP, 1 PDF']",https://www.etsy.com/listing/725604646/15-mobile-lightroom-presets-bright-and
VictoriaBeePhoto,237229,4.8715,8047,100,3.51,Bestseller,"20 Mobile Lightroom Presets INDOOR MAGIC for Desktop and Mobile Lightroom, Instagram Photo Filter, Indoor Photo Presets","['Digital download', 'Digital file type(s): 2 ZIP, 1 PDF']",https://www.etsy.com/listing/649987894/20-mobile-lightroom-presets-indoor-magic
VictoriaBeePhoto,237230,4.8715,8047,100,4.35,-,"25 CHRISTMAS Presets for Lightroom, Holiday Mobile Presets, Winter Instagram Filter, Mobile and Desktop","['Digital download', 'Digital file type(s): 2 ZIP, 1 PDF']",https://www.etsy.com/listing/896490913/25-christmas-presets-for-lightroom
RSVPpartydecor,83563,4.8644,8036,100,1.27,Bestseller,"Custom Glitter Banner, Custom Party Decorations, Custom Birthday Banner, Bridal Shower Banner, Engagement Party Banner, Custom Event Banner","['Handmade', 'Materials: Cardstock, Twine\n\n\nRead the full description']",https://www.etsy.com/listing/561381697/custom-glitter-banner-custom-party
JaneJoArt,157038,4.929,8031,100,0.95,Bestseller,Stay humble hustle hard SVG cut file boss t-shirts Silhouette Cricut SVG Digital file Quote svg Saying Clip art Vector DXF Pdf Jpg Png Eps,"['Digital download', 'Digital file type(s): 1 ZIP']",https://www.etsy.com/listing/728107713/stay-humble-hustle-hard-svg-cut-file
HeatherRobertsArt,210391,4.9428,7533,100,1.0,Bestseller,"Sunflower SVG Bundle, Sunflower SVG, Flower Svg, Monogram Svg, Half Sunflower Svg, Sunflower Svg Files, Cut file Cricut, Silhouette, Cameo","['Digital download', 'Digital file type(s): 1 ZIP']",https://www.etsy.com/listing/793906880/sunflower-svg-bundle-sunflower-svg
HeatherRobertsArt,210385,4.9428,7533,100,1.0,Bestseller,"Motivational Quotes SVG, Bundle, Inspirational Quotes SVG,, Life Quotes,Cut file for Cricut, Silhouette, Cameo, Svg, Png, Eps, Dxf","['Digital download', 'Digital file type(s): 1 ZIP']",https://www.etsy.com/listing/798110559/motivational-quotes-svg-bundle
HeatherRobertsArt,210395,4.9428,7533,100,1.0,Bestseller,"Christian Bundle SVG, Scripture Bundle, Instant Download, Bible Verse Bundle, Cut Files for Cricut, Religious SVG, Jesus, God, Faith svg dxf","['Digital download', 'Digital file type(s): 1 ZIP']",https://www.etsy.com/listing/794984485/christian-bundle-svg-scripture-bundle
sipstylish,45921,4.9411,7170,100,4.5,Bestseller,"Bachelorette Party Straws, Rainbow, 12-36 Pack Pack Penis Party Straws, Pecker Straws, AND Bride to be JUMBO straw, Willy Straws","['Materials: Plastic, BPA free\n\n\nRead the full description']",https://www.etsy.com/listing/515735763/bachelorette-party-straws-rainbow-12-36
KAFontDesigns,79215,4.9829,6795,100,3.82,Bestseller,Saturday - A Handwritten Signature Script Font - TTF / OTF,"['Digital download', 'Digital file type(s): 1 PDF, 1 ZIP']",https://www.etsy.com/listing/619783505/saturday-a-handwritten-signature-script
GlamCelebration,60987,4.8166,6447,100,12.0,Bestseller,"Custom Congrats Graduation Banner, Graduation Banner, Personalized Graduation Banner, Gold Glitter, Congrats Grad Banner, Name Banner, 2021",['Handmade'],https://www.etsy.com/listing/780942711/custom-congrats-graduation-banner
SwankyBurlap,35306,4.8768,6368,100,14.99,Bestseller,"Custom Banner, Personalized Banner, Design Your Own Banner, DIY Custom Banner, Burlap Banner, B331","['Handmade', 'Materials: burlap, paint, jute\n\n\nRead the full description']",https://www.etsy.com/listing/276880620/custom-banner-personalized-banner-design
KatherineDream,171639,4.8275,6145,100,1.8,Bestseller,"10 Mobile Lightroom Presets, lightroom mobile presets,Instagram Presets, Preset Lightroom, Desktop Presets - Autumn presets","['Digital download', 'Digital file type(s): 2 ZIP, 1 PDF']",https://www.etsy.com/listing/735827695/10-mobile-lightroom-presets-lightroom
KatherineDream,171642,4.8275,6145,100,2.02,Bestseller,"Sweet HOME -  LIGHTROOM mobile and desktop PRESETS /vsco filters, Presets for Lightroom Mobile app / warm presets / instagram filter","['Digital download', 'Digital file type(s): 2 ZIP, 1 PDF']",https://www.etsy.com/listing/788363061/sweet-home-lightroom-mobile-and-desktop
KatherineDream,171641,4.8275,6145,100,1.68,Bestseller,"5 Mobile Lightroom Presets, Lightroom Mobile Preset, Instagram Preset, preset, desktop preset, White Coffee Blogger Preset, creme preset dng","['Digital download', 'Digital file type(s): 2 ZIP, 1 PDF']",https://www.etsy.com/listing/700448974/5-mobile-lightroom-presets-lightroom
SparklingGala,48997,4.9169,5883,100,5.37,Bestseller,"CUSTOM BANNER, custom glitter banner, personalized banner, personalized glitter sign, name banner, wedding banner, custom garland",['Handmade'],https://www.etsy.com/listing/560979621/custom-banner-custom-glitter-banner
FallonTravels,70784,4.9099,5612,100,3.97,Bestseller,"5 Natural Tones Mobile & Desktop Lightroom Presets, Beige Clean Outdoor Photo Editing Filter for Instagram Influencer Lifestyle Blogger","['Digital download', 'Digital file type(s): 1 PDF']",https://www.etsy.com/listing/811454351/5-natural-tones-mobile-desktop-lightroom
FallonTravels,70785,4.9099,5612,100,3.97,Bestseller,"5 Mobile & Desktop Lightroom Presets Pet Lovers, Dog Cat Photo Editing Filter for Instagram, Animal Preset for Bloggers, Bright Home Filter","['Digital download', 'Digital file type(s): 1 PDF']",https://www.etsy.com/listing/821148665/5-mobile-desktop-lightroom-presets-pet
FallonTravels,70785,4.9099,5612,100,3.97,Bestseller,"5 Pastel Pink Lightroom Mobile & Desktop Presets, Dreamy Soft Photo Filter for Instagram Influencer, Bright Airy Spring Blogger Preset","['Digital download', 'Digital file type(s): 1 PDF']",https://www.etsy.com/listing/802637194/5-pastel-pink-lightroom-mobile-desktop
FallonTravels,70786,4.9099,5612,100,3.97,Bestseller,"5 Warm Lightroom Mobile & Desktop Presets, Clean Tones Light Airy Outdoor Photo Editing Filter, Bright Instagram Selfie for Bloggers","['Digital download', 'Digital file type(s): 1 PDF']",https://www.etsy.com/listing/810006513/5-warm-lightroom-mobile-desktop-presets
EditingStudio,131605,4.763,5311,100,3.45,Bestseller,"12 Mobile Lightroom Presets, Lifestyle Presets, Blogger preset, Instagram preset, lightroom mobile presets, Spring Natural Desktop Presets","['Digital download', 'Digital file type(s): 1 JPG, 1 PDF, 1 other file']",https://www.etsy.com/listing/695541691/12-mobile-lightroom-presets-lifestyle
imrangiftshop,63827,4.4231,4932,100,8.62,Bestseller,"Personalised Bunting Custom Banner 7"" Garland 18th Birthday Party Decorations EIGHTEEN Glitter Rose Gold #19","['Handmade', 'Materials: Glitter, Card\n\n\nRead the full description']",https://www.etsy.com/listing/794477103/personalised-bunting-custom-banner-7
imrangiftshop,63827,4.4231,4932,100,8.62,Bestseller,"Personalised Bunting Custom Banner 7"" Garland 13th Birthday Party Decorations thIRTEEN Glitter Rose Gold #29","['Handmade', 'Materials: Glitter, Card\n\n\nRead the full description']",https://www.etsy.com/listing/794480879/personalised-bunting-custom-banner-7
imrangiftshop,63827,4.4231,4932,100,8.62,Bestseller,"Personalised Bunting Custom Banner 7"" Garland 21st Birthday Party Decorations TWENTY ONE Glitter Rose Gold #24","['Handmade', 'Materials: Glitter, Card\n\n\nRead the full description']",https://www.etsy.com/listing/794472505/personalised-bunting-custom-banner-7
ohlillydesigns,41210,4.8835,4885,100,5.5,Bestseller,"Photo Cupcake Toppers (30th, 40th, 50th, 60, 75) Digital File, Birthday Decor, 30th birthday for him decorations, Cupcake, Photo, ANY AGE","['Handmade', 'Materials: PDF, JPG, Printable\n\n\nRead the full description']",https://www.etsy.com/listing/589054079/photo-cupcake-toppers-30th-40th-50th-60
Graaphic,112875,4.8902,4864,100,0.99,Bestseller,"Mickey Mouse SVG, Minnie Mouse SVG, Disney Castle Svg, Clipart, For Cricut, For Silhouette, Cut File, Vector, Vinyl File, Png, Dxf, Svg File","['Digital download', 'Digital file type(s): 3 ZIP']",https://www.etsy.com/listing/728657911/mickey-mouse-svg-minnie-mouse-svg-disney
Graaphic,112877,4.8902,4864,100,0.99,Bestseller,"Mountain SVG, File For Cricut, For Silhouette Cut Files, Vector, Digital File, Mountains SVG, Dxf, Eps, Png, Svg","['Digital download', 'Digital file type(s): 5 ZIP']",https://www.etsy.com/listing/739779035/mountain-svg-file-for-cricut-for
Graaphic,112875,4.8902,4864,100,0.99,Bestseller,"Paw Patrol SVG, Clipart, PNG, For Cricut, Bundle, Printable, Chase, Skye, Everest, All Family, Dxf, Pdf, Layered SVG File","['Digital download', 'Digital file type(s): 3 ZIP, 1 PDF']",https://www.etsy.com/listing/712593648/paw-patrol-svg-clipart-png-for-cricut
LaserLizard,23517,4.923,4661,100,34.99,Bestseller,"Happy Birthday with Name Sign 3 words, 10 x 26 inch each word, Door Hanger, Wall Decor, Birthday Party Sign, Party Backdrop, Unfinished Wood","['Handmade', 'Materials: birch plywood\n\n\nRead the full description', 'Height: 10 inches', 'Width: 26 inches']",https://www.etsy.com/listing/867904155/happy-birthday-with-name-sign-3-words-10
xoFetti,48485,4.924,4631,100,11.99,-,"30 Pack! Penis Straws + Penis Confetti - Bachelorette Party | Bachelorette Party Decorations | Penis Decorations, Bachelorette Party Favors",['Handmade'],https://www.etsy.com/listing/564989210/30-pack-penis-straws-penis-confetti
jewelesdecor,55955,4.7115,4627,100,3.49,Bestseller,SELECT TOTS T.O.T.S  table cover banner balloon cupcake cake topper theme your birthday party theme decoration supplies,['Handmade'],https://www.etsy.com/listing/827117509/select-tots-tots-table-cover-banner
ShowPonyPartyShop,39115,4.9473,4481,100,9.0,Bestseller,Engagement Party Decorations | Engagement Banner | Engagement Party Ideas | Custom Wedding Banner Sign | Engagement Party Decor Name Heart,"['Handmade', 'Materials: glitter cardstock, bakers twine\n\n\nRead the full description']",https://www.etsy.com/listing/635132596/engagement-party-decorations-engagement
KIINcreations,108066,4.8939,4454,100,4.12,Bestseller,HOME sweet home LIGHTROOM mobile and desktop PRESETS / family autumn blogger preset set / newborn presets / instagram filter,"['Digital download', 'Digital file type(s): 2 PDF']",https://www.etsy.com/listing/729960140/home-sweet-home-lightroom-mobile-and
Daisycustomshop,12954,4.8384,4256,100,12.8,-,custom logo design for your Big and Smal business with social media and business card kit,"['Handmade', 'Materials: Photoshop, Illustrator, Graphic Design, Illustration, Vector, Graphic, Drawing, Watercolor\n\n\nRead the full description']",https://www.etsy.com/listing/810981343/custom-logo-design-for-your-big-and-smal
Daisycustomshop,12954,4.8384,4256,100,12.8,Bestseller,"I will design logo, logo design, photography logo, custom logo design, bakery logo, makeup artist logo, photographer for your business","['Handmade', 'Materials: Photoshop, Illustrator, Graphic Design, Illustration, Vector, Graphic, Drawing, Watercolor\n\n\nRead the full description']",https://www.etsy.com/listing/810985143/i-will-design-logo-logo-design
CrafalaCreative,32203,4.9382,4232,100,8.28,Bestseller,"Baby Name Glitter Banner | Baby Shower Banner Gold Baby Shower Decor Gold Glitter, Modern Baby Shower, Pregnancy Banner, Baby Announcement","['Handmade', 'Materials: twine, glitter card stock\n\n\nRead the full description']",https://www.etsy.com/listing/568477841/baby-name-glitter-banner-baby-shower
YouHadMeAtCrafts,31844,4.8962,4157,100,9.95,Bestseller,"Penis Glass, Bachelorette Party Drinkware, Dick Glass, Penis Shot Glass, Dick Shot Glass, Bachelorette Party Favors, Hen Party, Penis","['Handmade', 'Materials: Glass\n\n\nRead the full description']",https://www.etsy.com/listing/757725647/penis-glass-bachelorette-party-drinkware
PartyEight,49366,4.748,4152,100,9.77,Bestseller,Custom Happy Birthday Balloon Banner | Birthday Party Decorations |  DIY Birthday Party Decorations | Birthday Party at Home Decorations,['Handmade'],https://www.etsy.com/listing/702763462/custom-happy-birthday-balloon-banner
PartyEight,49366,4.748,4152,100,11.46,Bestseller,Bach Shit Crazy Bachelorette Party Decor Balloon Banner | Bachelorette Party Decorations | Bachelorette Party Banner/Sign,['Handmade'],https://www.etsy.com/listing/768728665/bach-shit-crazy-bachelorette-party-decor
PresetsByMary,64796,4.8204,3799,100,3.97,Bestseller,16 Mobile Lightroom Presets DISNEY GIRL Travel Blogger Lifestyle Vibrant Instagram Bright Color Summer Photo Editing,"['Digital download', 'Digital file type(s): 1 PDF']",https://www.etsy.com/listing/726644045/16-mobile-lightroom-presets-disney-girl
PresetsByMary,64798,4.8204,3799,100,3.97,Bestseller,"21 Mobile Lightroom Presets THAI / Summer, Bright & Airy presets, vibrant travel preset filter","['Digital download', 'Digital file type(s): 1 PDF']",https://www.etsy.com/listing/710367180/21-mobile-lightroom-presets-thai-summer
PresetsByMary,64798,4.8204,3799,100,3.97,Bestseller,"10 Mobile Lightroom Presets CLEAN POP / Bright and Airy presets, Lifestyle presets, Instagram Blogger filters","['Digital download', 'Digital file type(s): 1 PDF']",https://www.etsy.com/listing/791550877/10-mobile-lightroom-presets-clean-pop
phenixprintable,64835,4.9353,3704,100,2.99,Bestseller,Business Planner Binder Small Business Organizer Direct Sales Home Business Bundle Mambi Classic Big Happy Planner PDF Printable Inserts,"['Digital download', 'Digital file type(s): 1 ZIP']",https://www.etsy.com/listing/795587069/business-planner-binder-small-business
phenixprintable,64835,4.9353,3704,100,2.49,Bestseller,Daily Planner Day Planner Work Planner Weekly Planner Hourly Planner Mambi Classic HP Big Happy Planner PDF Printable Inserts,"['Digital download', 'Digital file type(s): 1 ZIP']",https://www.etsy.com/listing/818540605/daily-planner-day-planner-work-planner
shoppaperandparties,40564,4.9013,3670,100,12.5,-,Custom Cursive Gold Glitter Banner / Personalized Script Glitter Sign / Custom Name / Custom Birthday / Custom Bridal Shower Banner,"['Handmade', 'Materials: glitter cardstock\n\n\nRead the full description']",https://www.etsy.com/listing/711001061/custom-cursive-gold-glitter-banner
SoleRibbonGoods,49263,4.9278,3339,100,0.99,Bestseller,"Walt Disney Alphabet Font | Walt Disney SVG, Disney design file, Walt Disney font shirt design file for Cricut Silhouette Design Space","['Digital download', 'Digital file type(s): 1 RTF, 1 ZIP, 1 other file']",https://www.etsy.com/listing/730656685/walt-disney-alphabet-font-walt-disney
azdigitaldesigns,64602,4.9686,2958,100,1.59,Bestseller,Wreath svg bundle | circle svg bundle | floral wreath svg | heart laurel wreath svg | wedding wreath svg | wreath monogram svg circle frame,"['Digital download', 'Digital file type(s): 2 ZIP']",https://www.etsy.com/listing/886384137/wreath-svg-bundle-circle-svg-bundle
OnePreset,77822,4.658,2906,100,0.67,Bestseller,"Mobile Lightroom Presets, Vsco Filters, Iphone Presets, Lightroom, Mobile Presets, Instagram Filters, Presets, Colorful Mobile, Dng Preset","['Digital download', 'Digital file type(s): 1 PDF, 1 other file']",https://www.etsy.com/listing/821771523/mobile-lightroom-presets-vsco-filters
Filterity,29315,4.9333,2810,100,5.24,Bestseller,Rush My Order! Get the Filter within 1 to 12 hours!,['Handmade'],https://www.etsy.com/listing/518970048/rush-my-order-get-the-filter-within-1-to
AutumnLanePaperie,14427,4.9752,2570,100,19.0,Bestseller,"Premade Logo Design, Simple Logo, Text Logo, Watermark Logo, Modern Logo, Watercolor Logo, Signature Logo, Minimalist Logo Design, Wordmark",['Handmade'],https://www.etsy.com/listing/674894159/premade-logo-design-simple-logo-text
AglowPresets,50852,4.9237,2528,100,3.97,Bestseller,"GLOW  Mobile Lightroom Preset , Photo Filters, Instagram preset, best preset, bright preset, Blogger Preset, aglow preset, mobile preset","['Digital download', 'Digital file type(s): 1 PDF, 1 other file']",https://www.etsy.com/listing/775574072/glow-mobile-lightroom-preset-photo
Everythingin1shop,39516,4.756,2489,100,0.99,Bestseller,"Disney Font svg, Disney Font ttf, Disney Alphabet svg, Disney Letters svg, Font Disney Svg, svg files for cricut and silhouette","['Digital download', 'Digital file type(s): 1 ZIP']",https://www.etsy.com/listing/748673393/disney-font-svg-disney-font-ttf-disney
AngelicArtShop,36469,4.9354,2486,100,8.41,Bestseller,ADD YOUR LOGO - Printable Small Business Insert card / Simple Shop Packaging Card Template / Insert Card Template / Editable,"['Digital download', 'Digital file type(s): 1 JPG, 1 PDF']",https://www.etsy.com/listing/785725224/add-your-logo-printable-small-business
HappyDownloads,33604,4.8944,2453,100,11.61,Bestseller,Digital Planner 2021 Digital Planner Undated Digital Planner Goodnotes Planner Digital Planner iPad Planner Goodnote,"['Digital download', 'Digital file type(s): 1 PDF']",https://www.etsy.com/listing/661944197/digital-planner-2021-digital-planner
AmethystGarnet,26564,4.9059,2427,100,3.89,Bestseller,"Digital Stickers, Boho stickers,  iPad planner, Digital Planner,  goodnotes planner, sticker book, Cute Planner Stickers, stickers pack","['Digital download', 'Digital file type(s): 1 PDF']",https://www.etsy.com/listing/857243834/digital-stickers-boho-stickers-ipad
AmethystGarnet,26564,4.9059,2427,100,13.49,Bestseller,"Goodnotes planner, ipad planner, notability planner, Digital journal, daily digital planner, 2021 2022 planner digital Dated Digital Planner","['Digital download', 'Digital file type(s): 1 PDF']",https://www.etsy.com/listing/827253598/goodnotes-planner-ipad-planner
AmethystGarnet,26564,4.9059,2427,100,13.49,Bestseller,"iPad planner, Digital Planner,  goodnotes planner, notability planner, digital journal, daily digital planner, 2021, planner digital","['Digital download', 'Digital file type(s): 1 PDF']",https://www.etsy.com/listing/836043964/ipad-planner-digital-planner-goodnotes
Wildcreationsbygabby,48250,4.8734,2315,100,0.89,Bestseller,Leopard Print SVG Animal Print SVG  Cut File Leopard Svg | Svg Png DXF  Digital Download file,"['Digital download', 'Digital file type(s): 1 PNG, 2 other files']",https://www.etsy.com/listing/876319320/leopard-print-svg-animal-print-svg-cut
LizzieFrostGifts,23845,4.9734,2271,100,12.5,Bestseller,5-32 Pack Bachelorette Party Cups | I Do Crew | 16oz Cups | Bridal Shower Cups  |  Party Decorations | Bridal Shower Decorations | Favors,"['Handmade', 'Materials: Plastic', 'Capacity: 16 fluid ounces']",https://www.etsy.com/listing/588164034/5-32-pack-bachelorette-party-cups-i-do
LizzieFrostGifts,23845,4.9734,2271,100,4.27,Bestseller,10 to 60 Penis Straws | Rainbow | Bachelorette Party | Penis Decorations | Bridal Party |  Assorted Colors | Bridesmaids Gifts | Penis Favor,"['Handmade', 'Materials: BPA Free Non Toxic Plastic\n\n\nRead the full description']",https://www.etsy.com/listing/850478910/10-to-60-penis-straws-rainbow
LizzieFrostGifts,23845,4.9734,2271,100,5.17,Bestseller,Penis Straws | Bachelorette Party Favors | 6 to 48 Pack | Penis Decorations | Bridal Party | Assorted Colors | By Lizzie Frost,"['Handmade', 'Materials: BPA Free Non Toxic Plastic\n\n\nRead the full description']",https://www.etsy.com/listing/771988075/penis-straws-bachelorette-party-favors-6
FeelGoodInvites,32284,4.8921,2244,100,0.71,-,"Eucalyptus - Luxury Trifold Wedding Invitations & Save the Date or change the date. Rustic Eucalyptus wedding, greenery wedding invites","['Handmade', 'Materials: Pigment Ink, Wedding Invitation, 350gsm Luxury Card\n\n\nRead the full description']",https://www.etsy.com/listing/723768171/eucalyptus-luxury-trifold-wedding
JennysGraphics,49717,4.9071,2183,100,0.99,-,"Mickey Mouse SVG, Minnie Mouse SVG, Disney Castle, Mickey and Minnie SVG, File For Cricut, For Silhouette, Cut File, Dxf, Eps, Png, Svg","['Digital download', 'Digital file type(s): 5 ZIP']",https://www.etsy.com/listing/824314615/mickey-mouse-svg-minnie-mouse-svg-disney
DesignBestStudio,45106,4.8373,2093,100,1.95,Bestseller,"Baseball Font SVG, ttf, otf Fonts Baseball SVG font Baseball Alphabet Baseball Letters Swashes eps, dxf, png, Ai","['Digital download', 'Digital file type(s): 1 ZIP']",https://www.etsy.com/listing/665955909/baseball-font-svg-ttf-otf-fonts-baseball
CustomPaperProps,18934,4.9255,2068,100,1.5,Bestseller,"Custom Banner, Script letter, 7"" - personalized script letters, name banner, custom garland, wedding banner, wedding garland","['Handmade', 'Materials: glitter cardstock, twine, chipboard\n\n\nRead the full description']",https://www.etsy.com/listing/547931206/custom-banner-script-letter-7
